bathrooms,bedrooms,desc,living_rooms,postcode,price,property_type,town_city
1,2,"This light and spacious beautiful maisonette comprise two double bedrooms, presented living room, and a fully fitted kitchen, morden bathroom with walk-in shower room, further benefits from ...",1,SW18,"6,283",terraced house,London
3,5,"This beautiful first floor apartment is set out over 1,937 sq ft and neighbors both Regents Park and Lord’s Cricket Ground. The apartment comprises of five double bedrooms (two with en-suite ...",1,NW8,"6,283",flat,London
2,3,"We are pleased to offer this stunning 3 bedroom penthouse apartment located in a modern & secure development in St Johns Wood. Benefiting from a principal bedroom with en-suite bathroom, two ...",1,NW8,"6,283",flat,London
2,4,This is a delightful four bedroom family house situated in this prime location in the heart of Chelsea located just off the King's Road and close to Chelsea Green. The property has been ...,1,SW3,"6,283",terraced house,London
4,3,"** Utility Bills Included ** A stunning recently refurbished luxury 10th floor, three bedroom apartment located in the popular Water Gardens development, moments away from Oxford Street and ...",2,W2,"6,283",duplex,London
3,3,"With hard wood floors throughout, tall ceilings and original cornicing this property is ideal for a couple or small family looking for an elegant home in the heart of Kensington. The ...",2,W8,"6,283",flat,London
2,2,"*Available now / 5 Star Living* 190 Strand is a flagship development by St Edward, offering a range of bespoke apartments and penthouses. Located on the world famous Strand, this new iconic ...",1,WC2R,"6,283",flat,London
4,3,Stunning three-bedroom apartment moments form Hyde Park. UK Sotheby’s International Realty is proud to present this recently refurbished three-bedroom apartment moments form Hyde Park. ...,2,W2,"6,283",flat,London
2,2,"A spectacularly spacious two-bedroom, two-bathroom ground floor apartment with fabulous entertaining basement is available within this newly converted, warehouse style, gated development on ...",1,W6,"6,283",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed apartment, set within the ...",1,W2,"6,283",flat,London
1,1,"This stunning first floor one bedroom apartment is situated within a prime and exclusive address in Mayfair, close by to all local amenities such as shops, restaurants and transport links. ...",1,W1K,"6,283",flat,London
2,3,Beautifully presented three bed penthouse within a stones throw of Primrose Hill and Regents Park.,1,NW8,"6,283",flat,London
4,3,A very spacious and bright lateral three bedroom (with lift) apartment situated in this very well maintained portered block. This property comprises of a large fully equipped separate ...,1,W1U,"6,283",flat,London
2,2,A stunning two bedroom apartment on the 26th floor of South Bank Tower with views of the city and River Thames. Location South Bank Tower is situated on Southbank with transport links on your ...,1,SE1,"6,283",flat,London
,2,"A smartly presented fifth floor flat (with lifts), available furnished or unfurnished. Two ensuite double bedrooms, one with dressing room, spacious and well-proportioned reception/dining room, guest cloakroom/WC and modern fitted kitchen. Other ...",,SW1P,"6,283",flat,London
3,3,"**video viewings available from the comfort of your own home* *Please enquire for further details. A beautifully presented split level three bedroom apartment located in a popular block, The ...",1,W2,"6,283",flat,London
3,3,"A beautifully presented split level three bedroom apartment located in this popular purpose built block, The Water Gardens. The property is set over two floors and benefits from being newly ...",1,W2,"6,283",flat,London
3,4,"*** short let A fantastic 4 bedroom apartment of over 1500sqft offering an exceptionally spacious reception room and a superb eat-in kitchen, set in this imposing mansion block in the heart ...",1,NW8,"6,283",flat,London
1,1,A beautiful short let one bedroom apartment situated within a grand period property on the prestigious Norland Square. The “tree house” in Notting Hill has been featured in various Design ...,1,W11,"6,283",flat,London
1,2,"This light and spacious beautiful maisonette comprise two double bedrooms, presented living room, and a fully fitted kitchen, morden bathroom with walk-in shower room, further benefits from ...",1,SW18,"6,283",terraced house,London
,2,"A spectacularly spacious two-bedroom, two-bathroom Duplex apartment arranged over the Ground and Lower ground floors with its fabulous entertaining area is all set within this newly ...",,W6,"6,283",flat,London
2,3,A bright and spacious three bedroom duplex apartment situated on the first and second floors of this striking period conversion. This beautifully presented apartment benefits from three ...,2,W9,"6,283",flat,London
4,3,"A recently refurbished luxurious three bedroom, double reception apartment with ceiling heights of 3.32M in reception room. Location Tilney Street is located just off South Audley Street, ...",2,W1K,"6,283",flat,London
3,4,"A beautiful four bedroom family home in the heart of Angel. Location Bromfield Street is a residential one way street in the heart of Angel, it is blocked at one end to avoid any through ...",2,N1,"6,283",terraced house -,London
2,3,This stunning 3 bedroom lateral flat is situated on the lower ground floor of this well run Portered block with lift was renovated to exacting standards through-out. The property benefits ...,2,W8,"6,283",flat,London
2,2,"A luxury two bedroom, two bathroom apartment to rent in Fitzroy Place, located on the 2nd floor within the landmark development of Fitzroy Place. Finished to the highest specification ...",1,W1T,"6,283",flat -,London
2,4,This is a delightful four bedroom family house situated in this prime location in the heart of Chelsea located just off the King's Road and close to Chelsea Green. The property has been ...,1,SW3,"6,283",terraced house,London
4,3,"** Utility Bills Included ** A stunning recently refurbished luxury 10th floor, three bedroom apartment located in the popular Water Gardens development, moments away from Oxford Street and ...",2,W2,"6,283",duplex,London
3,5,"This beautiful first floor apartment is set out over 1,937 sq ft and neighbors both Regents Park and Lord’s Cricket Ground. The apartment comprises of five double bedrooms (two with en-suite ...",1,NW8,"6,283",flat,London
6,12,"This 12 bedroom property is a of set of two, six bedroom houses. They feature luxurious interior with plenty of space, each individual house is well presented with modern décor and comes with ...",,M14,"6,344",terraced house,Manchester
2,3,"**video viewings available from the comfort of your own home* *Please inquire for further details. A beautiful 3 bedroom apartment offering two bathrooms, one with a bath for relaxation and ...",1,NW1,"6,327",flat,London
3,4,"Four bedroom converted artist studio with unique living space and features in the desirable area of Chelsea. Location Located at the centre of London, Chelsea or South Kensington is where ...",1,SW10,"6,327",maisonette -,London
5,5,"This sizeable home in a very convenient Bayswater/Paddington location offers plenty of space for family and friends visiting London. It offers tons of natural light, several living areas, a ...",2,W2,"6,327",terraced house,London
2,3,Short let (1-6 mths). Bills included. Please quote lndn-NOT113 when calling in. Houst Lets is pleased to present this tastefully-decorated 3 bedroom home. All our properties are fully ...,1,W11,"6,300",flat,London
2,2,"Extremely spacious, interior designed two-bedroom apartment set over two floors boasts private terrace with river views and is located within a newly converted, warehouse style gated ...",1,W6,"6,296",flat,London
2,2,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SW10,"6,290",flat,London
2,2,"A spacious and modern 2 bedroom / 2 bathroom property to rent in this exclusive building on Baker Street, located opposite Baker Street tube station and on the cusp of Marylebone Road and ...",1,NW1,"6,283",flat,London
2,3,"A stunning interior designed apartment with stunning water views, set within the heart of the Paddington Basin. The apartments comprises a beautiful large reception room with superb views, a ...",1,W2,"6,283",flat,London
2,2,Extremely large and bright 2 bed apartment located on Baker Street and moments from the open spaces of Regents Park. The property has been recently refurbished throughout and is fitted with ...,1,NW1,"6,283",flat,London
2,3,"This amazing apartment on the 6th floor of this ideally located building in the Paddington Basin overlooking the Water. The building has a dedicated building manager, a concierge, lift ...",1,W2,"6,283",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed apartment, set within the ...",1,W2,"6,283",flat,London
2,3,**video viewings available from the comfort of your own home* *Please enquire for further details. An amazing apartment on the sixth floor of this ideally located building in the Paddington ...,1,W2,"6,283",flat,London
2,2,"Newly Refurbished 2 Bedroom, 2 Bathroom Apartment Located In This 24h Portered Building In Marylebone. Aproximatley 996 Sq Ft / 92.5 Sq Meters, With Solid Wood Floors, Floor-To-Ceiling ...",,NW1,"6,283",flat,London
2,3,"A stunning interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the Fourteenth floor of this ...",1,W2,"6,283",flat,London
2,3,"A three bedroom apartment overlooking the Grand Union Canal, situated on the 14th floor of a modern waterside block with concierge service, lifts, and underground parking, This contemporary ...",1,W2,"6,283",flat,London
2,2,"A spectacularly spacious two-bedroom, two-bathroom ground floor apartment with fabulous entertaining basement is available within this newly converted, warehouse style, gated development on ...",1,W6,"6,283",flat,London
2,2,"Evernest Properties present a spectacularly spacious two-bedroom, two-bathroom Duplex apartment arranged over the Ground and Lower ground floors with its fabulous entertaining area is all set ...",1,W6,"6,283",flat,London
,2,"A spectacularly spacious two bedroom, two bathroom ground floor apartment with fabulous entertaining basement is available within this newly converted, warehouse style, gated development on ...",,W6,"6,283",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed apartment, set within the ...",1,W2,"6,283",flat,London
,3,A luxurious interior designed Three-bedroom 1st floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,,W2,"6,392",flat,London
2,3,A luxurious interior designed three-bedroom 2nd floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,1,W2,"6,392",flat,London
2,3,"Garrett Mansions is the latest phase in the brand new West End Gate development located within moments of Paddington Basin and Edgware Road's extensive amenities. Luxury, 3 bedroom apartments ...",1,W2,"6,391",flat,London
2,3,A luxurious interior designed Three-bedroom 1st floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,1,W2,"6,391",flat,London
2,3,A luxurious interior designed 3 bedroom 2nd-floor apartment set over 1023 SqFt with Air Comfort cooling comprising a large open-plan reception room leading onto a private balcony. The fully ...,1,W2,"6,392",flat,London
2,3,A luxurious interior designed Three-bedroom 1st-floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen with appliances from Siemens and Miele including oven and ...,1,W2,"6,392",flat,London
2,3,A luxurious interior designed Three-bedroom 1st floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,1,W2,"6,392",flat,London
2,3,"Available now - New Built - Virtual Viewings available - 3 bed 2 bath - pool - gym - porter Welcome to one of the latest development in the West End, where we are offering a stunning 3 ...",1,W2,"6,392",flat,London
2,3,"This three bedroom, two bathroom, interior designed apartment is set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the ...",1,W2,"6,370",flat,London
2,3,"Stunning apartment, offering breath-taking views over London. The apartment has three spacious bedrooms, two modern bathrooms, striking open-plan kitchen leading onto beautiful reception ...",2,W2,"6,370",flat,London
2,3,"Recently Developed Interior Designed Three Bedrooms, Two Bathrooms Luxury Apartment On The 7h Floor Of This Brand New Modern Development (1018 Sq Ft / 94.57 Sq Meters), based in the heart of ...",,W2,"6,370",flat,London
2,3,"3 bedroom, 2 bathroom, interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the thirteenth floor of ...",1,W2,"6,370",flat,London
,2,"A stylish and modern, two bedroom, furnished apartment on the fourth floor of this new building in Baker street, with the benefits of 24 hour security and concierge. The property comprises a ...",,NW1,"6,370",flat,London
3,3,This spacious Four Bedroom Penthouse Apartment is available to let from 28th September. This 14th floor apartment has spacious living and entertaining space with a beautiful reception room ...,1,W2,"6,370",flat,London
2,3,"Stunning interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the third floor of this prestigious ...",1,W2,"6,370",flat,London
2,3,Set across 1018 sqft is this lateral three bedroom apartment with 2 bedrooms set on the 13th floor. The Merchant Square Development is set on the Paddington Basin and benefits from porter and ...,1,W2,"6,370",property,London
2,3,"This three bedroom, two bathroom, interior designed apartment is set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the ...",,W2,"6,370",flat,London
,3,"This three bedroom, two bathroom, interior designed apartment is set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the ...",,W2,"6,370",flat,London
3,5,Please quote lndn-HAM696 when calling in. Short let (1-6 mths) bills included Houst Lets is pleased to present this tastefully-decorated 5bedroom home. All our properties are fully furnished ...,1,W6,"6,370",terraced house,London
3,3,"A fantastic contemporary three bedroom three bathroom apartment (approx. 1,399.6 sq ft) situated on the fourth floor of this sought after residential development moments from Regent's Park ...",,NW1,"6,353",flat,London
2,3,A luxurious interior designed three bedroom two bathroom 2nd floor apartment set over 1023 Sq Ft comprising a large open-plan reception room leading onto a private balcony. The fully ...,1,W2,"6,392",property,London
2,3,A luxurious interior designed Three-bedroom 2nd floor apartment comprising a large open-plan reception room leading onto a private balcony. A luxurious interior designed Three-bedroom 2nd ...,,W2,"6,391",flat,London
2,3,A luxurious interior designed Three-bedroom 1st floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,1,W2,"6,391",flat,London
,3,A luxurious interior designed Three-bedroom 1st floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,,W2,"6,392",flat,London
2,3,"Garret Mansions is located between the waterways of Little Venice and fashionable Marylebone. This area is filled with boutiques and charming restaurants, all moments away from the stunning ...",1,W2,"6,392",duplex,London
2,3,"Garrett Mansions is the latest phase in the brand new West End Gate development located within moments of Paddington Basin and Edgware Road's extensive amenities. Luxury, 3 bedroom apartments ...",1,W2,"6,391",flat,London
3,3,"One Blackfriars is an exceptional project with services and amenities including a private screening room, a wine room, an Executive Suite on the 32nd floor, a resident's spa, a swimming pool, ...",1,SE1,"6,392",flat,London
2,3,"""video tour available"" A luxurious interior designed two-bedroom second floor apartment set over 814 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully ...",1,W2,"6,392",flat,London
2,3,"Zero deposit available. Long let. This simply stunning newly built 3 bedroom apartment offers beautiful interiors and further benefits from concierge services, gymnasium, sauna and swimming ...",1,W2,"6,392",flat,London
2,3,*Flexible rental terms* A luxurious interior designed three-bedroom 2nd floor apartment set over 1023 sq ft. A large open-plan reception room leads onto a private balcony. The fully ...,1,W2,"6,392",flat,London
2,4,"Fully refurbished 3rd floor apartment of circa 1,162 sq ft in a prestigious portered development with lift access. The property is perfectly located moments from Sloane Street and a short ...",1,SW1X,"6,392",flat,London
2,3,UK Sotheby’s International Realty presents a luxurious three-bedroom interior designed apartment situated on the 2nd floor set over 1023 Sq Ft comprising a large open-plan reception room ...,1,W2,"6,392",flat,London
2,3,"1,023 sqft - private balcony brand new and luxurious 3 bedroom, 2 bathroom apartment located in Garrett Mansions. The property is situated on the 2nd floor and features an open plan reception ...",1,W2,"6,392",flat,London
2,2,"Very close to South Kensington tube and easy walking distance to Knightsbridge, this imposing Period building offers an attractive two bedroom garden apartment. Situated within easy walking ...",1,SW7,"6,392",flat,London
2,3,"Brand new development with the highest level and standard of communal facilities in the area including a swimming pool, sauna, steam room, gym, meeting rooms, kitchen/dining room and cinema ...",1,W2,"6,394",flat,London
2,3,A luxurious interior designed three-bedroom 2nd floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,1,W2,"6,392",flat,London
2,3,"** Video viewing available ** Brand new super luxurious three bedroom apartment with incredible facilities including, swimming pool, private cinema, extensive gymnasium, spa and sauna, 24 x 7 ...",1,W2,"6,392",flat,London
2,3,Property Description A luxurious interior designed three-bedroom second floor apartment comprising a large open-plan reception room leading onto a private balcony. The property also benefits ...,1,W2,"6,392",flat,London
,3,A luxurious interior designed Three-bedroom 1st floor apartment set over 1023 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...,,W2,"6,392",flat,London
2,3,Newly Developed & Interior Designed Three Bedrooms Apartment On The 2nd Floor Of This Newly Built Modern Building Located Within The Sought After West End Gate Development. Building Amenities ...,,W2,"6,392",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed apartment, set within the ...",1,W2,"6,413",flat,London
2,3,"We are pleased to offer this stunning interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the ...",1,W2,"6,413",flat,London
2,3,"Stunning apartment with south facing balcony offering breath-taking views over London. The apartment comprises three spacious bedrooms, two modern bathrooms, striking open-plan kitchen ...",1,W2,"6,413",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed apartment, set within the ...",,W2,"6,413",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed apartment, set within the ...",1,W2,"6,414",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed apartment, set within the ...",1,W2,"6,413",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony on the 14th floor. Along with this comes a stunning, spacious (912sq ft) interior designed ...",1,W2,"6,413",flat,London
2,3,"**video viewings available from the comfort of your own home* *Please inquire for further details. A modern designed 3 bedroom apartment with a classic touch, offering a spacious clean ...",1,NW1,"6,413",flat,London
2,3,**video viewings available from the comfort of your own home* *Please inquire for further details. Spacious modern 3 bed apartment with a luxury finish. An abundance of natural day light ...,1,NW1,"6,413",flat,London
2,3,"This apartment steals the show with amazing views from its beautiful south facing balcony. Along with this comes a stunning, spacious (912sqft) interior designed apartment, set within the ...",1,W2,"6,414",flat,London
2,3,"Ref property id: Ai 11054 This apartment steals the show with amazing views from its beautiful south-facing balcony. Along with this comes a stunning, spacious (912sq ft) interior designed ...",1,W2,"6,413",flat,London
2,3,"O.I.G Real Estate are proud to present this three bedroom, two bathroom apartment. The property benefits from wooden flooring, an abundance of natural light, 24-hour concierge, private ...",1,W2,"6,413",flat,London
3,3,"Stunning 5th floor apartment set in Chantrey House, Belgravia SW1W. Comprising a stunning dual aspect reception room with full height windows leading to an extensive private balcony, a modern ...",1,SW1W,"6,413",flat,London
2,3,"Stunning interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the third floor of this prestigious ...",1,W2,"6,413",flat,London
2,3,Property Description Video Viewing Available. This apartment steals the show with amazing views from its beautiful south-facing balcony. Property Details The landlord of this property will ...,1,W2,"6,409",flat,London
5,5,"** Short-Let ** This sizeable home in a very convenient Bayswater/Paddington location offers plenty of space for family and friends visiting London. It offers tons of natural light, several ...",2,W2,"6,405",terraced house,London
2,3,"O'Sullivan Property are pleased to present the newest development in W2 on Edgware Road. The development has been built to a very high standard with top of the line amenities, such as ...",1,W2,"6,396",flat,London
2,3,"O'Sullivan Property are pleased to present the newest development in W2 on Edgware Road. The development has been built to a very high standard with top of the line amenities, such as Swimming pool, gymnasium, Resident lounge, Cinema, Resident dining ...",1,W2,"6,396",flat,London
2,3,"Garrett Mansions is a beautifully crafted mansion block comprising a selection of one, two, and three-bedroom apartments; the perfect base for London living, set between the tranquil Little ...",1,W2,"6,392",flat,London
2,3,"A luxurious interior designed three bedroom 2nd floor apartment set over 1024 sqft, comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen ...",1,W2,"6,392",flat,London
3,3,Beautifully presented family home in the heart of Kensington Location Peel Street is situated just off Kensington Church Street which provides a number of boutique shops. High Street ...,1,W8,"6,457",terraced house,London
3,3,Key features • Luxurious Three Bedroom Apartment • Floor 26 • Breath-taking London View • Concierge Service • Large Winter Garden • Residential Bar • Swimming Pool and Spa • One Blackfriars ...,1,SE1,"6,457",flat,London
3,3,A contemporary and spacious three-bedroom lateral apartment with 24-hour concierge located in the heart of Marylebone. Sotheby’s International Realty is delighted to introduce this wonderful ...,1,NW1,"6,448",flat,London
3,3,A modern three-bedroom apartment with 24-hour concierge and onsite gym located in the heart of Marylebone. Sotheby’s International Realty is delighted to introduce this wonderful ...,1,NW1,"6,448",flat,London
3,3,"This stunning unfurnished three bedroom apartment is located on the fifth floor of a landmark building on Baker Street, moments away from Regents Park and Baker Street tube station and within ...",1,NW1,"6,448",flat,London
3,3,A luxurious and very spacious three-bedroom apartment with 24-hour concierge and onsite gym located in the heart of Marylebone. Sotheby’s International Realty is delighted to introduce this ...,1,NW1,"6,448",flat,London
4,5,"A five bedroom house split over four floors situated in a secure gated development with a cinema room, an open plan reception and underground parking.Gunnersbury Mews offers unrivalled access ...",2,W4,"6,448",property,London
4,3,A spacious contemporary three-bedroom apartment with 24-hour concierge and onsite gym located in the heart of Marylebone. Sotheby’s International Realty is delighted to introduce this ...,1,NW1,"6,448",flat,London
2,2,Lon-314072 Homelike is an online booking platform for furnished apartments for short to long stays. All bills and utilities are included in the monthly price Viewings are not available for ...,1,SW5,"6,445",flat,London
2,1,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,SW6,"6,435",flat,London
3,9,**student property** academic year 2021/2022 9 Bedrooms | Perfect Location | Available 26th September 2021 | Will be refurbished from top to bottom | Just off Whiteladies Rd Bristol Property ...,1,BS8,"6,435",end terrace house,Bristol
2,4,Short let(1-6 mths). Please quote lndn-FUL614 when calling in. Houst Lets is pleased to present this tastefully-decorated 4 bedroom home. All our properties are fully furnished and ready to ...,1,SW6,"6,430",terraced house,London
3,4,"Short let. This lovely four-bedroom home is located in a residential area, yet minutes away from Camden and multiple parks. It’s spread across 4 different floors and it also comes with ...",1,NW5,"6,426",semi-detached house,London
1,2,"Short-let. This comfortable two-bedroom apartment with balcony can comfortably sleep up to 4 people. There are two bedrooms - the master bedroom has a double bed, and the second bedroom has 2 ...",1,W1W,"6,418",flat,London
1,2,"Short-let. This comfortable two-bedroom apartment with balcony can comfortably sleep up to 4 people. There are two bedrooms - the master bedroom and the second bedroom have double beds, as ...",1,W1W,"6,418",flat,London
1,2,"Short-let. This comfortable two-bedroom apartment with balcony can comfortably sleep up to 4 people. There are two bedrooms - the master bedroom and the second bedroom have double beds, as ...",1,W1W,"6,418",flat,London
1,2,"Short-let. This comfortable two-bedroom apartment with balcony can comfortably sleep up to 4 people. There are two bedrooms - the master bedroom has a double bed, and the second bedroom has a ...",1,W1W,"6,418",flat,London
2,3,"A stunning interior designed apartment with water views, set within the heart of the Paddington Basin and close to the popular West End Quay. This stunning apartment comprises a spacious and ...",1,W2,"6,413",flat,London
2,3,"The apartment is situated on the 14th floor of this prestigious building which features concierge service, lift service and secure underground parking. The spacious and bright apartment ...",1,W2,"6,413",flat,London
2,3,"The apartment is situated on the 14th floor of this prestigious building which features concierge service, lift service and secure underground parking.The spacious and bright apartment ...",1,W2,"6,413",flat,London
3,3,"This is a luxury apartment, comprising: 3 bedrooms, 3 bathrooms, fully fitted kitchen and open plan reception. The property of approx 106 sq mt is fully furnished. Babmaes Street an ...",1,SW1Y,"6,478",flat,London
3,3,A spacious first floor 3 bedroom lateral executive apartment in this sought after secure development with the benefits of a 24 hour concierge desk and underground parking (available by ...,2,W1H,"6,478",flat,London
4,4,Set in this gated mews off Queens Grove is this three storey house that has undergone a comprehensive refurbishment and design program to deliver a wonderful contemporary family home. The ...,1,NW8,"6,478",property,London
4,4,"A contemporary four bedroom mews home in a secure gated development Location Despite being so close to Central London, St John’s Wood has retained a peaceful and village like quality that ...",1,NW8,"6,478",mews house,London
2,4,"An extremely spacious (2121 sq ft), four double bedroom apartment on the first floor of this impressive building. The apartment is in excellent condition throughout and comprises a large ...",1,W9,"6,478",flat,London
4,4,"A contemporary 3 - 4 bedroom 4 bathroom house set within a gated development located in the heart of Primrose Hill. The house (approx. 2,234 sq ft / 208 sq m) comprises on the ground floor of ...",2,NW1,"6,478",terraced house,London
2,4,A stunning four double bedroom family apartment arranged on the first floor (with lift) of a prestigious mansion block. The apartment has been recently refurbished throughout and comprises a ...,2,W9,"6,478",flat,London
4,7,A wonderful opportunity to let this impressive seven bedroom four bathroom house in the heart of Brook Green. The house has been finished to an exacting standard,1,W14,"6,478",detached house,London
3,4,"A large lateral apartment located on the sixth floor of a sought after block is available to rent through Knight Frank, St John's Wood. Benefiting from a lift and porter the property ...",2,NW8,"6,478",flat,London
2,4,A superb four bedroom apartment on the first floor of a private gated building. The property has been interior designed and has a modern feel throughout. Other benefits include private ...,2,NW3,"6,478",flat,London
2,3,"A stunning Georgian townhouse on Britton Street with three bedrooms, two reception rooms, an open plan kitchen reception room, two bathrooms, two utility rooms, separate WC and a roof ...",2,EC1M,"6,478",flat,London
2,2,"Short let: Rare opportunity to let this charming flat directly on the one of the largest communal garden in Notting Hill. This well presented, two/three bedroom garden apartment boasts ...",1,W11,"6,478",flat,London
4,4,"Gated mews house offering 4 bedrooms, 4 bathrooms and a secure garage located on the favoured East Side of St Johns Wood. Set in this gated mews off Queens Grove is this three storey mews ...",1,NW8,"6,478",mews house,London
3,3,"A modern and refurbished spacious three bedroom apartment with private entrance. The property benefits from wood floors, two reception rooms, separate fitted kitchen, three double bedrooms ...",2,W1G,"6,478",maisonette,London
2,3,"The stunning south facing interior designed apartment is situated on the fifth floor of this prestigious building which features concierge service, lift service, and secure underground ...",1,W2,"6,478",flat,London
2,2,Hanover are pleased to present this beautiful newly refurbished two bedroom apartment situated on the 11th floor of this modern purpose built block on Grove End Road. The property comprises ...,1,NW8,"6,478",flat,London
2,3,"Stunning 3-double bedroom apartment on the 5th floor of the Merchant Square development, superbly located within Paddington Basin adjacent to the Grand Union Canal, located minutes the ...",1,W2,"6,478",flat -,London
3,4,This 4 bedroom 3 bathroom penthouse is situated on the 15th floor of the Merchant Square building in Paddington area which features a 24/7 concierge service with secure underground parking ...,1,W2,"6,470",flat,London
3,3,Beautifully presented family home in the heart of Kensington Location Peel Street is situated just off Kensington Church Street which provides a number of boutique shops. High Street ...,1,W8,"6,457",terraced house,London
,3,"Key features: 26th Floor 1,991 sq. Ft. Internal SpacePrivate Winter Garden 24 Hour Five Star Harrods Concierge Facilities Gym, Pool, Spa And Yoga Terrace Residents Cinema, Virtual Golf Rooms ...",,SE1,"6,457",flat,London
2,1,This stunning completely brand new one bedroom lateral apartment inside one of London's most sought after developments. The apartment which has been designed to very high standard benefits ...,1,"London,","6,478",flat,"London,"
3,3,A spacious and recently refurbished three double bedroom property. Split over the ground and lower ground floors of a beautiful Georgian building in the heart of Marylebone. Perfectly ...,2,W1G,"6,478",flat,London
5,5,"John D Wood & Co. Belgravia Lettings are excited to offer this newly built 5 bedroom house, finished to an impeccably high standard behind the original façade, with lots of natural light and ...",2,SW1P,"6,478",property,London
,3,A selection of stunning three bedroom properties boasting a wonderful array of amenities available exclusively for short term rentals. The three bedroom apartments consist of a bright a ...,,SW1Y,"6,478",flat,London
3,3,"An exceptionally refurbished contemporary penthouse apartment with direct lift access is arranged over the fourth and fifth floors of this immaculately maintained Victorian conversion, with ...",1,SW7,"6,478",flat,London
3,3,"'Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include ...",2,W1G,"6,478",flat,London
3,3,A charming three bedroom three bathroom lateral apartment located on the third floor (with lift access) of this prestigious portered building. This beautiful flat with fantastic natural ...,2,SW7,"6,478",flat,London
2,2,"This immaculate interior-designed two bedroom apartment has spectacular views over Lords Cricket Ground. The apartment comprises of two beautiful bedrooms & two bathrooms, a spacious living room with formal dining area, a very modern kitchen with ...",1,NW8,"6,478",flat,London
2,2,"A superb 2 bed/2 bath flat in an exclusive part of Knightsbridge. The open plan kitchen and reception room offer a first-rate entertaining space, with the ability to create two private rooms ...",1,SW7,"6,478",flat,London
3,3,"A stunning period apartment flooded with light and exceptional entertaining space with tenants benefitting from a porter, lift access and resident's gym. Location Queen's Gate Terrace is ...",2,SW7,"6,478",flat,London
3,3,"Renovated to a superb standard, this ground and lower ground floor apartment features two reception rooms with high ceilings, separate fully fitted kitchen, three double bedrooms and three ...",2,W1G,"6,478",flat,London
2,2,"Located on the world famous Mount Street, this stylish lateral two bedroom apartment offers spacious living in the heart of Mayfair. This property offers an open plan kitchen/dining room with ...",1,W1K,"6,478",flat,London
4,7,"Ideal for a family, this 7 bedroom Victorian house is arranged over 4 floors and comprises; Spacious double reception with bay window, 2 fireplaces and wood flooring, kitchen/breakfast room ...",2,W14,"6,478",terraced house,London
2,4,"An extremely spacious four double bedroom apartment arranged on the first floor of a prestigious building with 24 hour porter, lift and secure private parking, located within walking distance ...",1,W9,"6,478",flat,London
